,id,comment_text,score,toxic,severe_toxic,obscene,threat,insult,identity_hate
26279,e586e54f7de3ac03,"""

i dont think you understand faggot. i dont care about being blocked. wiki is not my life. i just come here from time to time to abuse certain people like you for example. your a piece of filth and deserve to be destroyed. my satisfaction is that i have been able to emphasise that pint about half a dozen times. as i said to another editor """"wikipedia is the venue of losers crying....please, someone listen to me"""" i dont fit into that category, faggot.... -)""",0.9149444,1,0,1,0,1,0
26302,e566abf908bcb2e3,I did explain why you beyond incompetent worthless fuck!!! Two of the deletions were not cited and the third had 2 fake citations and the third was an editorial without any citations in turn.,0.929395,1,0,1,0,1,0
26304,e55ec42723b9582e,"""

The wikipedia is obviously place for bigot manipulators and corrupted administrators and their henchman. it's a sandiest thing  
I refer wikipedia only for reading gaming details. but that's even obviously pointless. this is totally a conspiracy against true history
as old saying history is written by victors apparently all the time it has been happening and those effing people who introduce themselves
as victors want to simply grill our asses and put their bigot propaganda in us somehow. but if you think like that it's a solely mirage
I believe in freedom of speech and by encumbering the editing power of me what would you really expect? you think we just simply leave the
exorbitance and walk away like buffoons? what a joke? I would still roam around internet and post my articles on internet.
the ruining of Asian culture, history is already started and it has been happening from Egypt to Japan people manipulate the history bit by bit
if you also contribute to those Illuminati henchman one day obviously you will be one of victims. 
I remember even the greatest artist Micheal Jackson said 
the media manipulates the society they don't want to us to know the true facts instead they want people to know their propaganda.   

just look at what this fucktard """"""""Future Perfect at Sunrise"""""""" gave me as a reason
he said I was banned
persistent disruptive editing: move-warring, copy-and-paste moves, personal attacks, tendentious editing

""""personal attacks"""" and who the fuck done a personal attack? I've never made a personal attack on here. and I have been in here for nearly 5 years and I only bash on u cause u son of bitch blocked me for no reason. 
"""" tendentious editing"""" is totally a false accusation. 
now fuck off """"Future Perfect at Sunrise"""" and ur henchman.""",0.8351966,1,0,1,0,0,0
26326,e53a031e7d1303d0,"""

 Unmarked spoilers 

For fuck's sake, KEEP SPOILERS UNDER A SPOILER WARNING. In the five years since this article's creation, and through dozens of edits, it has displayed a MAJOR reveal in the first sentence of the initial short description, potentially spoiling the film for thousands upon thousands of people  including myself!

Speaking in the name of everyone whose naïveté and/or apparently over-optimistic expectations of Wikipedia's """"dedicated"""" """"editors"""" (and especially those of the WikiProject Films project) ruined this beautiful film, I say: Thanks a lot, assholes.""",0.88824683,1,0,1,0,1,0
26332,e534635b239162d2,"HEY PUTZ, JOE is EVERY WHERE some one disagrees with your thuggry",0.8355208,1,0,0,0,0,0
26341,e52a27f12870a370,"First of all, what the fuck does homosexuality have to do with anything?  Are you seriously that homophobic?  Ejaculation appeals to women too, but you don't mention women, that was highly fucking bizarre.  Secondly, Wikipedia is not censored, and shouldn't be.  If your school cannot realize that Wiki serves as an encyclopedia (of sorts) on the web, then that's too bad.  I'm sure if you added some pictures that served as a purpose, and backed them up, there would be no problem.  And I highly doubt you've done such things; it just seems like you came here to rant about gay people, and THEN make it seem like it all went together. 71.59.189.46",0.83061415,1,0,1,0,1,1
26358,e50ce3811f24b15a,"Well, Smallboy ... why don't you try doing proper research? In stead of circular references to your own Wiki pages based on press releases ,which in turn come from earlier versions of the same Wiki page .. and so on.

You are pompous, self-important oaf  of limited intelligence and no doubt to complete the stereotype, are almost certainly, weak, ineffectual and effeminate in the real world.

Must make you a real hit with the ladies, eh?
 
Later, loser.",0.8316598,1,0,0,0,1,0
26390,e4dc4c3f41fc0011,"Fucking niggers thanks for wasting my time here,I'll just go back to vandalizing this shithole",0.9812537,1,1,1,0,1,1
26397,e4d5e1f3fb7459db,"Okay then. How come you hate Christians? How come you hate Hindus? How come you hate Jewish people? How come you hate Muslims? How come you intolerate religion?

YOU EVEN SAY SO YOURSELF",0.8584934,1,0,0,0,0,0
26421,e4b06f5c9e843e28,"""=Please do not edit user pages==
Please do not edit others' user pages. This is considered vandalism. —  দ 23:26, 14 Apr 2005 (UTC)

  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  ==  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  ==  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  ==  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  ==  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
  POLITCAL PIGGY !!!  
=",0.7093121,0,0,0,0,0,0
26424,e4abf1397956ac33,"Go ahead, defend the status quo held up by the mainstream media that says that all males are guilty of rape and all females should not be named, even though over half of rape accusations are false.  You know Julian Assange does a better job reporting on what's really going on than mainstream media?  So you would rather defend the media which blinds us to the truth, by hiding the names of false accusers, and hiding the truth about what our governments are doing?  You are nothing but a pathetic sheep, which does not surprise me coming from a Wikipedia mongrel.  You care more about the status quo than about the truth, and for that, you are scum.",0.8355208,1,0,0,0,0,0
26431,e4a3c6d1ff875fb9,stick your warning up your arse you fucking gaywad. how about you read WP:GAME and fuck off somewhere else,0.9771731,1,0,1,0,1,0
26449,e48dd5a4c10b244a,"""

don't be a dumbfuck
The """"Pedigree"""" or Double Underhook Facebuster is not an actual facebuster; it is a DDT because it incorporates a headlock. Stop being a dumbfuck fanboi and stop reverting.""",0.88824683,1,0,1,0,1,0
26460,e48242e1e63abab6,Quoting or referring to photographers as support for the assertion that photography belongs in the fine arts shows me that the author of this page knows nothing about the subject. What kind of idiot do you take me for?,0.85699385,0,0,0,0,0,0
26468,e475e5951104297c,I didn't say anything about a fight Niteshift. You just need to be put in check one way or the other. I'm sure there are many users out there that would agree wholeheartedly. You are an unbelievable dickhead.,0.8842698,1,0,0,0,0,0
26469,e47542854032ef92,"Don't Fuck Wit Me! 

Stop fuckin' wit me bitch! I'm sick of yo punk ass always puting a bunch of shit on my talk page now stop it and stop it NOW!",0.9861374,1,0,1,0,1,0
26473,e4702d37b2af0880,"""

""""Everyone one who has written on this page are fags.  They like to have sex with big hairy men.  Thats right.  They do.""""""",0.9281502,1,0,1,0,1,0
26474,e46f37bdecf445f9,Are you a deaf idiot? He BROKE the bird's neck. The sound clearly shows the neck snap and the bird cry out in pain,0.92645353,1,0,0,0,1,0
26475,e46ebef5a16c5632,"cunt 
hi.

You are a cunt

bye",0.9745426,1,0,1,0,1,0
26483,e464bf83a6e804e5,You reverted my work for no good reason.  You left a dishonest edit summary.  You deleted my post asking you why.  And then you dare to accuse me of not wishing to be polite?  Don't be such an idiot.  200.83.101.199,0.90175986,1,0,0,0,1,0
26495,e4523f7f48b99d4c,nigga ass ho shit this is a whole school so multiple people are shitting on your site daily SORRY DAWG,0.9788331,1,0,1,0,1,1
26500,e44c54965aa7bd1d,""":::I'm afraid I don't understand what you are asking me.  But virtually all of what you quote is simply factually incorrect.  There exists no other website where the community's control is greater.  The users of Facebook do not elect the majority of the board.  The users of Google don't get to collaboratively work with developers with all software open source and publicly distributed to improve Google.  """"...you must now accept a new political economy: you have permanent lower-caste status"""" - that's just sheer unmitigated bullshit.  
""",0.7093121,1,0,0,0,0,0
26502,e44b789a55a34a7c,"Hi enemy

You will NEVER be able to get rid of me faggot.",0.93800277,1,0,1,0,1,1
26514,e44019be538ecbe7,"""

This source provides some further enlightening information:
""""Three hundred thirty-two MTF transgender persons (112 African American, 110 Latina, and 110 API) completed the survey. ... The 3 most common self-identified genders were female (36%), preoperative transgender (31%), and preoperative transsexual (21%). Few had undergone sexual reassignment surgery; among them, 73% identified as female and 24% as postoperative transsexual. A majority identified as heterosexual.""""
This points out an interesting thing.  The large majority of the transgender individuals in the survey were pre-operative.  Since the only receptive intercourse available to them is oral, or anal, they are more likely to engage in URAS.  Honestly, I like the idea of """"URAS"""", it should be: """"People engaging in URAS"""" as the risk category... and we could avoid this whole """"who's male who's female"""" idiocy.   """,0.69542736,0,0,0,0,0,0
26525,e435dd69638489f9,"Me ban 

I shouldn't have been banned. That was a complete abuse and utter bullshit. I hope you like the disruption you have caused to the project. My ban needs to be overturned so I can stop advocating for it to be undone. You guys took a dedicated editor and me out of the project just so you could keep pushing POV and free the admins to be abusive. I hope your happy. When my ban is overturned I'll walk away. But until then I a never going to stop commenting because it was abusive and never should have been allowed. Kumioko",0.7680779,1,0,0,0,0,0
26539,e428c25bc839477c,"""

 A cup of cum for you! 

  DRINK IT ALL PLZ   """,0.79780436,1,0,1,0,0,0
26540,e42607741bd5800c,Oh of fuck you asshole die im going to kill you  96.244.254.20,0.99208057,1,1,1,1,1,0
26550,e419ca3d923be3ca,"The Writing is as Good as the Authorship 

Your Global Warming page is WTF! You don't realize just how WTF crappy the page is.  I recommend spending a few dollars and subscribing to Britanica.com you'll see how professionals treat the subject. Your Global Warming page is WTF=CRAP!! PERIOD!!!  

Seriously. Learn something.",0.8208407,1,0,0,0,0,0
26562,e40d368e676aab57,Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered You Bastered==Bastered,0.8060606,1,0,1,0,1,0
